Date,Blackout,Notes (Blackout),Showered in morning,Notes (Showered in morning),Hrs Sleep: <6.5'6.5-7.5'7.5+,Notes (Hrs Sleep: <6.5'6.5-7.5'7.5+),Woke up during night,Notes (Woke up during night),Tired at night,Notes (Tired at night),Happy (woke up),Notes (Happy (woke up)),Happy (throughout day),Notes (Happy (throughout day)),Worked/studied 3+'6+ hrs,Notes (Worked/studied 3+'6+ hrs),Productive @ work,Notes (Productive @ work),Ate well,Notes (Ate well),2x coffee neutral' 3+ bad,Notes (2x coffee neutral' 3+ bad),No Alcohol (one drink=neut),Notes (No Alcohol (one drink=neut)),Bike,Notes (Bike),Miles: <6'6-9'9+,Notes (Miles: <6'6-9'9+),Fatigued on run,Notes (Fatigued on run),Hard running workout,Notes (Hard running workout),Saw pru,Notes (Saw pru),Blazed,Notes (Blazed),Saw john/Caleb/friends,Notes (Saw john/Caleb/friends),Read/podcasts/learned,Notes (Read/podcasts/learned),Sex,Notes (Sex),hu,Notes (hu),Good sex,Notes (Good sex),Wack,Notes (Wack),Porn,Notes (Porn),Felt aggressive/got angry,Notes (Felt aggressive/got angry),Travelled (num hours),Notes (Travelled (num hours)),Very deep conversation,Notes (Very deep conversation)
11/29/2015,No,-,No,-,Yes,8,No,-,Yes,-,Yes,-,Yes,-,No,-,Yes,-,Skip,-,Yes,-,Yes,-,Yes,3,Yes,17,No,-,No,-,Skip,-,Yes,-,Yes,-,Yes,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,Yes,Talked w/Caroline about PENN sex culture
11/30/2015,No,-,No,-,Skip,6.75,No,-,Yes,-,Yes,-,Yes,-,Skip,-,Yes,-,Skip,-,Skip,-,Yes,-,Yes,1,Skip,8,No,-,No,-,No,-,No,-,Yes,-,Yes,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,No,-
12/1/2015,No,-,No,-,No,6.5,No,-,Yes,-,Yes,-,Yes,-,Yes,-,Yes,-,Skip,-,Yes,-,Yes,-,No,-,Skip,6,Yes,-,Yes,-,No,-,No,-,Yes,-,Yes,-,No,-,-,-,Skip,-,No,-,No,-,No,-,No,-,Yes,Caroline
12/2/2015,No,-,No,-,Yes,7.5,No,-,Yes,-,Yes,-,No,-,Yes,-,No,-,Yes,-,No,-,No,-,No,-,No,4.5,No,-,Yes,-,No,-,Yes,-,Yes,-,Yes,-,No,-,-,-,Skip,-,No,-,No,-,Yes,-,No,-,No,-
12/3/2015,No,-,No,-,No,5,No,-,Yes,-,No,-,Yes,-,Yes,-,Yes,-,Skip,-,Yes,-,Yes,-,Yes,1,Yes,9,No,-,No,-,No,-,No,-,Yes,-,Yes,-,No,-,-,-,Skip,-,No,-,No,-,No,-,No,-,No,-
12/4/2015,No,-,Yes,-,Yes,9.5,Yes,-,No,-,Yes,-,Yes,-,Yes,-,Yes,-,Skip,-,Yes,-,Yes,-,Yes,2.5,Yes,10,No,-,No,-,No,-,Yes,-,Yes,-,Yes,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,Yes,W evan
12/5/2015,No,-,-,-,No,4.25,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,Yes,-,No,-,No,2.5,No,-,No,-,No,-,Yes,-,Yes,-,Yes,-,No,-,-,-,Skip,-,No,-,No,-,No,-,No,-,Yes,Evan' Rosie' Caroline' bared out Bigley
12/6/2015,No,-,No,-,No,5,No,-,Yes,-,Yes,-,Yes,-,Yes,-,Yes,-,Skip,-,Yes,-,Yes,-,No,-,Yes,11,No,-,Yes,-,No,-,No,-,Yes,-,Yes,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,No,-
12/7/2015,No,-,No,-,Skip,7.25,No,-,Skip,-,Yes,-,Yes,-,Yes,-,Yes,-,Skip,-,Yes,-,Yes,-,Yes,15,No,5.25,No,-,No,-,No,-,No,-,Yes,-,Yes,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,No,-
12/8/2015,No,-,Yes,-,No,4.5,No,-,Yes,-,Yes,-,Skip,-,Skip,-,Yes,-,No,-,Yes,-,No,-,Yes,1,Yes,10,No,-,No,-,No,-,No,-,Yes,-,Yes,-,Yes,-,-,-,No,Couldn't finish,No,-,No,-,No,-,No,-,No,-
12/9/2015,No,-,No,-,Skip,7,Yes,-,No,-,Yes,-,Skip,-,No,-,No,-,No,-,Yes,-,No,-,No,-,Skip,7,Yes,-,Yes,-,No,-,Yes,-,Yes,-,No,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,Yes,-
12/10/2015,No,-,No,-,Yes,7.5,No,-,No,-,Skip,-,Skip,-,Yes,-,Yes,-,Skip,-,No,-,Yes,-,No,-,Yes,10,Yes,-,No,-,No,-,No,-,Yes,-,Yes,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,No,-
12/11/2015,No,-,No,-,No,6,No,-,No,-,Yes,-,No,-,No,-,No,-,No,-,Yes,-,Skip,-,Yes,3.5,Yes,12.25,No,-,No,-,No,-,Yes,-,Yes,-,Yes,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,Yes,-
12/12/2015,No,-,No,-,Yes,8.25,No,-,No,-,No,-,No,-,Yes,-,Yes,-,Skip,-,Skip,-,Yes,-,Yes,1,Yes,10,Yes,-,No,-,No,-,No,-,Yes,-,No,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,No,-
12/13/2015,No,-,No,-,No,5.5,No,-,Yes,-,Skip,-,Yes,-,Yes,-,No,-,No,-,Yes,-,Yes,-,Yes,2,No,3.5,Yes,-,Yes,-,No,-,Yes,-,Yes,-,Yes,-,No,-,-,-,Skip,-,Yes,-,Yes,-,Yes,-,No,-,Yes,-
12/14/2015,No,-,No,-,Skip,6.5,No,-,Yes,-,Yes,-,No,-,Yes,-,Yes,-,Skip,-,Yes,-,Yes,-,Yes,5,No,3,No,-,No,-,No,-,Yes,-,Yes,-,Yes,-,No,-,-,-,Skip,-,Yes,-,Yes,-,Yes,-,No,-,No,-
12/15/2015,No,-,No,-,Yes,8.5,No,-,Yes,-,No,-,No,-,Skip,-,No,-,No,-,Yes,-,Yes,-,Yes,2.5,No,6,Yes,-,No,-,Skip,-,No,-,No,-,Yes,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,Yes,-
12/16/2015,No,-,Yes,-,No,6,No,-,Skip,-,No,-,Yes,-,Yes,-,Yes,-,Skip,-,Skip,-,Skip,-,Yes,1,Yes,9,No,-,No,-,No,-,Yes,-,Yes,-,Yes,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,No,-
12/17/2015,No,-,No,-,Skip,6.75,No,-,No,-,No,-,Yes,-,Yes,-,Yes,-,Skip,-,No,-,Yes,-,No,-,No,1.5,Yes,-,No,-,No,-,No,-,Yes,-,Yes,-,No,-,-,-,Skip,-,Yes,-,No,-,No,-,Yes,10,No,-
12/18/2015,No,-,No,-,Yes,7.5,No,-,Yes,-,Skip,-,No,-,No,-,No,-,No,-,Skip,-,No,-,No,-,Yes,10,No,-,No,-,No,-,Yes,-,Yes,-,Yes,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,No,-
12/19/2015,No,-,No,-,No,4,No,-,Yes,-,Skip,-,No,-,No,-,No,-,No,-,Yes,-,Yes,-,No,-,No,2,Yes,-,No,-,No,-,No,-,No,-,No,-,No,-,-,-,Skip,-,No,-,No,-,No,-,Yes,7,No,-
12/20/2015,No,-,No,-,Yes,9,No,-,Yes,-,No,-,Yes,-,No,-,Yes,-,Skip,-,Skip,-,Skip,-,No,-,Skip,8,Yes,-,No,-,No,-,No,-,No,-,Yes,-,No,-,-,-,Skip,-,No,-,No,-,No,-,No,-,Yes,Carly about future
12/21/2015,No,-,No,-,Skip,6.75,No,-,Yes,-,Yes,-,Yes,-,No,-,Yes,-,Skip,-,Yes,-,Skip,-,No,-,Skip,8,Yes,-,No,-,No,-,No,-,No,-,No,-,No,-,-,-,Skip,-,No,-,No,-,No,-,No,-,Yes,W fam
12/22/2015,No,-,No,-,Yes,7.75,No,-,Yes,-,Yes,-,Yes,-,Skip,-,Yes,-,Skip,-,Skip,-,No,-,No,-,Yes,10,No,-,No,-,No,-,No,-,No,-,Yes,-,No,-,-,-,Skip,-,No,-,No,-,No,-,No,-,Yes,W carly
12/23/2015,No,-,No,-,Yes,7.75,Yes,-,Skip,-,Yes,-,Yes,-,Skip,-,Yes,-,Skip,-,Yes,-,Yes,-,No,-,Skip,7,No,-,Yes,-,No,-,No,-,No,-,Yes,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,Yes,6,No,-
12/24/2015,No,-,No,-,Yes,8,No,-,Skip,-,Yes,-,Yes,-,No,-,No,-,Skip,-,Yes,-,No,-,Yes,6,Yes,10,No,-,No,-,No,-,Yes,-,Yes,-,No,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,No,-
12/25/2015,No,-,No,-,Yes,7.75,No,-,Yes,-,Yes,-,Yes,-,No,-,No,-,No,-,Yes,-,Skip,-,No,-,No,6,Yes,-,No,-,Skip,-,No,-,Yes,-,No,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,No,-
12/26/2015,No,-,No,-,Yes,8,No,-,Yes,-,Yes,-,Yes,-,No,-,No,-,Yes,-,Yes,-,No,-,No,-,Yes,10.5,Yes,-,Yes,-,No,-,Yes,-,Yes,-,No,-,No,-,-,-,Skip,-,No,-,No,-,No,-,No,-,No,-
12/27/2015,No,-,No,-,Skip,7,Yes,-,Yes,-,No,-,Yes,-,No,-,No,-,Skip,-,Yes,-,Skip,-,No,-,No,-,Yes,-,No,-,Yes,-,No,-,Yes,-,No,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,Yes,Pru all day
12/28/2015,No,-,No,-,Yes,8,No,-,Yes,-,Yes,-,Skip,-,Skip,-,Yes,-,No,-,Yes,-,Yes,-,Yes,2,Yes,9,Yes,-,Yes,-,No,-,No,-,Yes,-,No,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,No,-
12/29/2015,No,-,No,-,Yes,8.5,No,-,Yes,-,No,-,Yes,-,No,-,No,-,Skip,-,Skip,-,No,-,Yes,8,Yes,10.5,No,-,Yes,-,Yes,-,No,-,Yes,-,No,-,No,-,-,-,Skip,-,No,-,No,-,No,-,No,-,No,-
12/30/2015,No,-,No,-,Skip,7,No,-,Yes,-,Yes,-,No,-,Skip,-,No,-,No,-,No,-,Yes,-,Yes,26,No,0,No,-,No,-,No,-,No,-,Yes,-,No,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,No,-
12/31/2015,Yes,-,Yes,-,Skip,7,No,-,Yes,-,Yes,-,Yes,-,No,-,Yes,-,No,-,Skip,-,No,-,Yes,4,Yes,9,No,-,No,-,Yes,-,No,-,Yes,-,No,-,No,-,-,-,Skip,-,No,-,No,-,No,-,No,-,Yes,Pru drunk
1/1/2016,No,-,No,-,No,6,Yes,-,Yes,-,Yes,-,Yes,-,Skip,-,Yes,-,Yes,-,Skip,-,Yes,-,No,-,No,5.5,No,-,No,-,Skip,-,No,-,Yes,-,No,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,No,-
1/2/2016,No,-,Yes,-,Skip,6.75,No,-,Skip,-,Yes,-,Skip,-,No,-,No,-,Skip,-,Yes,-,No,-,No,-,Yes,14,Yes,-,No,-,Skip,-,Yes,-,Yes,-,No,-,No,-,-,-,Skip,-,No,-,No,-,Yes,-,Yes,2.5,Yes,Trip
1/3/2016,No,-,Yes,-,Yes,8,No,-,Yes,-,No,-,No,-,No,-,Yes,-,Skip,-,Yes,-,Yes,-,No,-,Skip,7,No,-,No,-,Yes,-,No,-,No,-,No,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,No,-
1/4/2016,No,-,Yes,-,Yes,9,No,-,Yes,-,No,-,Yes,-,No,-,No,-,No,-,Yes,-,Yes,-,Yes,10,No,0,No,-,No,-,Yes,-,No,-,Yes,-,No,-,No,-,-,-,Skip,-,No,-,No,-,No,-,No,-,No,-
1/5/2016,No,-,No,-,Yes,8,Yes,-,Yes,-,Yes,-,Yes,-,No,-,No,-,No,-,Skip,-,No,-,No,-,No,0,No,-,No,-,Skip,-,No,-,Yes,-,No,-,No,-,-,-,Skip,-,No,-,No,-,No,-,Yes,2.5,No,-
1/6/2016,No,-,No,-,Yes,7.75,Yes,-,Yes,-,Yes,-,Skip,-,No,-,No,-,No,-,Yes,-,Yes,-,No,-,No,0,No,-,No,-,Skip,-,No,-,Yes,-,No,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,Yes,2,Yes,Mia
1/7/2016,No,-,No,-,Yes,8.5,No,-,No,-,Yes,-,No,-,No,-,No,-,Yes,-,Yes,-,Yes,-,No,-,Yes,10,No,-,No,-,Skip,-,No,-,Yes,-,No,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,No,-
1/8/2016,No,-,No,-,Skip,7.5,Yes,-,No,-,Yes,-,Yes,-,No,-,No,-,Yes,-,Yes,-,No,-,No,-,Skip,6.5,No,-,Yes,-,Yes,-,No,-,Yes,-,No,-,Skip,Super weird but hot almost-sex w pru,-,-,Yes,-,No,-,No,-,No,-,No,-,Yes,Pru
1/9/2016,No,-,No,-,No,5.5,Yes,-,No,-,Yes,-,Yes,-,No,-,No,-,Skip,-,No,-,Skip,-,No,-,Skip,8,Yes,-,No,-,Yes,-,No,-,Yes,-,No,-,No,-,-,-,Skip,-,No,-,No,-,No,-,Yes,1.5,Yes,Russ pru krub
1/10/2016,No,-,Yes,-,No,6.5,Yes,-,Yes,-,Yes,-,Yes,-,No,-,Yes,-,No,-,Yes,-,Yes,-,No,-,Skip,6.5,No,-,No,-,Yes,-,No,-,Yes,-,Yes,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,Yes,2,Yes,Russ n caleb
1/11/2016,No,-,No,-,Yes,8,No,-,Yes,-,Yes,-,Yes,-,No,-,Yes,-,Skip,-,Yes,-,Yes,-,Yes,5,Yes,11,No,-,No,-,Yes,-,No,-,No,-,Yes,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,No,-
1/12/2016,No,-,No,-,No,5.5,Yes,-,No,-,Yes,-,No,-,No,-,No,-,Skip,-,Yes,-,Yes,-,No,-,No,3.5,Yes,-,No,-,Yes,-,No,-,Yes,-,No,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,Yes,9,No,-
1/13/2016,No,-,Yes,-,No,6.5,No,-,Yes,-,Yes,-,No,-,Yes,-,Yes,-,Skip,-,Skip,-,No,-,No,-,Skip,8,No,-,No,-,No,-,No,-,Yes,-,Yes,-,No,-,-,-,Skip,-,No,-,No,-,Yes,-,No,-,No,-
1/14/2016,No,-,Yes,-,Skip,7,No,-,Yes,-,No,-,Skip,-,Yes,-,No,-,No,-,Yes,-,Yes,-,Yes,1,Yes,10,Yes,-,No,-,No,-,Yes,-,Yes,-,Yes,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,Yes,Bigley Evan Caroline and a lil Sean
1/15/2016,No,-,No,-,No,6,No,-,Yes,-,Skip,-,Skip,-,Yes,-,Yes,-,Skip,-,Yes,-,No,-,Yes,2.5,Yes,9,No,-,No,-,No,-,Yes,-,Yes,-,Yes,-,No,-,-,-,Skip,-,No,-,No,-,No,-,No,-,Yes,-
1/16/2016,No,-,No,-,Skip,7.5,Yes,-,Skip,-,Yes,-,Skip,-,No,-,No,-,Skip,-,Skip,-,No,-,Yes,1,Yes,9.5,No,-,No,-,No,-,No,-,Yes,-,No,-,No,-,-,-,Skip,-,No,-,No,-,No,-,No,-,No,-
1/17/2016,No,-,No,-,No,6.5,No,-,Yes,-,Yes,-,No,-,No,-,No,-,No,-,Yes,-,No,-,Yes,5,Yes,13,No,-,No,-,No,-,Yes,-,Yes,-,Yes,-,No,-,-,-,Skip,-,No,-,No,-,No,-,No,-,No,-
1/18/2016,No,-,Yes,-,Skip,6.75,No,-,Yes,-,No,-,No,-,Skip,-,No,-,No,-,Yes,-,Yes,-,Yes,5,Skip,8,No,-,No,-,No,-,Yes,-,Yes,-,No,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,No,-
1/19/2016,No,-,No,-,No,6.5,No,-,Yes,-,Yes,-,No,-,Skip,-,Yes,-,Skip,-,Skip,-,No,-,No,-,Skip,8.5,No,-,Yes,-,No,-,No,-,Yes,-,No,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,No,-
1/20/2016,No,-,Yes,-,Yes,8.5,No,-,Yes,-,No,-,Yes,-,Yes,-,Yes,-,No,-,Yes,-,No,-,Yes,.5,Skip,6,No,-,No,-,No,-,Yes,-,Yes,-,Yes,-,No,-,-,-,Skip,-,No,-,No,-,No,-,No,-,No,-
1/21/2016,No,-,No,-,No,5.5,Yes,-,Yes,-,Skip,-,Yes,-,Yes,-,Yes,-,Yes,-,Skip,-,No,-,No,-,Skip,8,No,-,Yes,-,No,-,Yes,-,Yes,-,Yes,-,No,-,-,-,Skip,-,No,-,No,-,No,-,Yes,5,No,-
1/22/2016,Yes,-,No,-,No,3.75,Yes,-,No,-,Yes,-,Yes,-,Yes,-,Yes,-,Yes,-,No,-,No,-,No,-,No,0,No,-,No,-,No,-,No,-,Yes,-,Yes,-,No,-,-,-,Skip,-,No,-,No,-,No,-,No,-,No,-
1/23/2016,No,-,No,-,Yes,7,Yes,-,Yes,-,Yes,-,Yes,-,No,-,No,-,No,-,Skip,-,Skip,-,No,-,Yes,8,No,-,No,-,Skip,-,Yes,-,Yes,-,No,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,No,-
1/24/2016,No,-,No,-,Yes,8,Yes,-,No,-,Yes,-,No,-,Skip,-,Yes,-,Yes,-,Yes,-,Yes,-,No,-,Yes,11,No,-,Yes,-,No,-,No,-,Yes,-,Yes,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,No,-
1/25/2016,No,-,Yes,-,No,6,No,-,Yes,-,No,-,No,-,Yes,-,Yes,-,No,-,Skip,-,Yes,-,No,-,Yes,9,No,-,No,-,No,-,No,-,Yes,-,Yes,-,No,-,-,-,Skip,-,No,-,No,-,No,-,No,-,No,-
1/26/2016,No,-,Yes,-,Skip,7,No,-,No,-,No,-,Yes,-,Yes,-,Yes,-,No,-,Skip,-,Yes,-,No,-,No,3,Yes,-,No,-,No,-,No,-,Yes,-,Yes,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,Yes,W Evan about Sean and then fraternities and selling out
1/27/2016,No,-,Yes,-,No,3,Yes,-,Yes,-,No,-,Skip,-,No,-,No,-,No,-,Yes,-,Yes,-,Yes,1,No,0,No,-,No,-,No,-,Yes,-,Yes,-,No,-,No,-,-,-,Skip,-,Yes,-,Yes,-,Yes,-,No,-,No,-
1/28/2016,No,-,Yes,-,Yes,7.5,Yes,-,Yes,-,No,-,Yes,-,Skip,-,No,-,Skip,-,Yes,-,No,-,No,-,Skip,6,Yes,-,No,-,No,-,No,-,Yes,-,Yes,-,No,-,-,-,Skip,-,No,-,No,-,No,-,No,-,No,-
1/29/2016,No,-,Yes,-,Skip,6.75,No,-,Yes,-,Skip,-,Skip,-,No,-,No,-,Skip,-,Yes,-,Yes,-,No,-,Yes,11,No,-,No,-,No,-,No,-,Yes,-,No,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,Yes,W jono
1/30/2016,No,-,No,-,Yes,9.5,No,-,Yes,-,Yes,-,Skip,-,Skip,-,No,-,Skip,-,Yes,-,No,-,No,-,Skip,8,No,-,No,-,No,-,Yes,-,Yes,-,No,-,No,-,-,-,Skip,-,No,-,No,-,No,-,No,-,No,-
1/31/2016,No,-,No,-,Yes,8,No,-,Yes,-,Yes,-,Skip,-,Skip,-,No,-,No,-,Yes,-,Yes,-,Yes,10,Yes,9,Yes,-,Yes,-,No,-,No,-,Yes,-,No,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,Yes,W ev
2/1/2016,No,-,Yes,-,Skip,7,No,-,No,-,No,-,Skip,-,Yes,-,Yes,-,No,-,No,-,Yes,-,Yes,2,Skip,7,Yes,-,No,-,No,-,No,-,Yes,-,Yes,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,No,-
2/2/2016,No,-,Yes,-,No,6,No,-,Skip,-,Yes,-,Yes,-,Yes,-,Yes,-,Skip,-,No,-,Yes,-,Yes,2,No,1.5,No,-,No,-,No,-,No,-,Yes,-,Yes,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,Yes,W Evan
2/3/2016,No,-,No,-,Skip,6.5,No,-,Yes,-,Yes,-,Skip,-,Yes,-,Yes,-,Skip,-,Skip,-,Yes,-,Yes,2,Skip,7,Yes,-,Yes,-,No,-,No,-,Yes,-,Yes,-,No,-,-,-,Skip,-,No,-,No,-,Yes,-,No,-,No,-
2/4/2016,No,-,Yes,-,Yes,8.25,No,-,No,-,Skip,-,Yes,-,Yes,-,Yes,-,No,-,Skip,-,Yes,-,No,-,Yes,9,No,-,No,-,No,-,Yes,-,Yes,-,Yes,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,No,-
2/5/2016,No,-,Yes,-,No,6.25,No,-,Yes,-,Yes,-,Skip,-,Skip,-,Skip,-,Skip,-,Yes,-,No,-,Yes,1,No,6,Yes,-,No,-,No,-,No,-,Yes,-,No,-,No,-,-,-,Skip,-,No,-,No,-,No,-,No,-,No,-
2/6/2016,No,-,No,-,Yes,11,No,-,No,-,Skip,-,Yes,-,Skip,-,Skip,-,Skip,-,Yes,-,Yes,-,No,-,Yes,11,Yes,-,No,-,No,-,Yes,-,Yes,-,No,-,No,-,-,-,Skip,-,No,-,No,-,No,-,No,-,Yes,Bigley' bigley's Michigan friend' Evan about video games' jobs' majors' being teachers' teach for America' etc.
2/7/2016,No,-,Yes,-,No,6,No,-,No,-,Yes,-,Yes,-,Yes,-,Yes,-,No,-,Skip,-,Skip,-,No,-,Skip,7,No,-,Yes,-,No,-,No,-,Yes,-,Yes,-,No,-,-,-,Skip,-,No,-,No,-,No,-,No,-,Yes,Evan and Kyle
2/8/2016,No,-,Yes,-,No,5,No,-,No,-,Yes,-,Yes,-,Yes,-,Skip,-,Skip,-,Skip,-,Yes,-,Yes,2,Yes,10,No,-,No,-,No,-,No,-,Yes,-,Yes,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,Yes,W evan
2/9/2016,No,-,Yes,-,No,4.25,No,-,No,-,Yes,-,Skip,-,Yes,-,Yes,-,No,-,No,-,Yes,-,No,-,Skip,8,Skip,-,Yes,-,No,-,No,-,Yes,-,Yes,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,No,-
2/10/2016,No,-,No,-,No,6,No,-,Skip,-,Yes,-,Skip,-,Yes,-,Yes,-,No,-,Skip,-,Yes,-,No,-,Skip,8,Yes,-,No,-,No,-,No,-,Yes,-,Yes,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,Yes,-
