Date,Blackout,Notes (Blackout),Showered in morning,Notes (Showered in morning),Hrs Sleep: <6.5'6.5-7.5'7.5+,Notes (Hrs Sleep: <6.5'6.5-7.5'7.5+),Woke up during night,Notes (Woke up during night),Tired at night,Notes (Tired at night),Happy (woke up),Notes (Happy (woke up)),Happy (throughout day),Notes (Happy (throughout day)),Worked/studied 3+'6+ hrs,Notes (Worked/studied 3+'6+ hrs),Productive @ work,Notes (Productive @ work),Ate well,Notes (Ate well),2x coffee neutral' 3+ bad,Notes (2x coffee neutral' 3+ bad),No Alcohol (one drink=neut),Notes (No Alcohol (one drink=neut)),Bike,Notes (Bike),Miles: <6'6-9'9+,Notes (Miles: <6'6-9'9+),Fatigued on run,Notes (Fatigued on run),Hard running workout,Notes (Hard running workout),Saw pru,Notes (Saw pru),Blazed,Notes (Blazed),Saw john/Caleb/friends,Notes (Saw john/Caleb/friends),Read/podcasts/learned,Notes (Read/podcasts/learned),Sex,Notes (Sex),hu,Notes (hu),Good sex,Notes (Good sex),Wack,Notes (Wack),Porn,Notes (Porn),Felt aggressive/got angry,Notes (Felt aggressive/got angry),Travelled (num hours),Notes (Travelled (num hours)),Very deep conversation,Notes (Very deep conversation)
4/23/2016,No,-,No,-,No,5.75,No,-,No,-,Yes,-,Yes,-,Yes,-,Yes,-,Skip,-,Skip,-,Yes,-,Yes,20,No,0,No,-,No,-,No,-,No,-,Yes,-,Yes,-,No,-,-,-,Skip,-,No,-,No,-,No,-,No,-,Yes,-
4/24/2016,No,-,No,-,No,5.25,No,-,Yes,-,Skip,-,Yes,-,Yes,-,Yes,-,No,-,Skip,-,Yes,-,Yes,3,Yes,10,No,-,No,-,No,-,No,-,Yes,-,Yes,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,Yes,1856
4/25/2016,No,-,Yes,-,No,6,No,-,Yes,-,Skip,-,Skip,-,Yes,-,Yes,-,Skip,-,No,-,Yes,-,Yes,1.5,Yes,9,No,-,No,-,No,-,No,-,Yes,-,Yes,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,No,-
4/26/2016,No,-,Yes,-,Skip,7,No,-,Yes,-,Yes,-,Skip,-,Yes,-,Yes,-,No,-,No,-,Yes,-,Yes,1,Yes,9.5,Yes,-,Yes,-,No,-,No,-,Yes,-,Yes,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,No,-
4/27/2016,No,-,Yes,-,No,5,No,-,Yes,-,Yes,-,Skip,-,Yes,-,Yes,-,Skip,-,No,-,Yes,-,Yes,2,Yes,9,No,-,No,-,No,-,No,-,Yes,-,Yes,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,No,-
4/28/2016,No,-,No,-,Skip,7,Yes,-,Yes,-,Skip,-,No,-,No,-,No,-,Skip,-,Yes,-,Yes,-,Yes,2,Skip,7,No,-,No,-,No,-,No,-,Yes,-,Yes,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,No,-
4/29/2016,No,-,Yes,-,Yes,8,No,-,Yes,-,Yes,-,Yes,-,Skip,-,No,-,Skip,-,Skip,-,No,-,Yes,2,No,4.5,No,-,No,-,No,-,No,-,Yes,-,No,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,No,-
4/30/2016,No,-,No,-,Skip,7,No,-,No,-,Yes,-,Yes,-,No,-,No,-,Skip,-,No,-,Yes,-,Yes,2,No,5,Yes,-,No,-,No,-,Yes,-,Yes,-,Yes,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,No,-
5/1/2016,No,-,Yes,-,No,5.5,Yes,-,Yes,-,Yes,-,Yes,-,Yes,-,Skip,-,Skip,-,No,-,No,-,Yes,1,Yes,10.5,No,-,Yes,-,No,-,No,-,Yes,-,Yes,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,Yes,2,Yes,-
5/2/2016,No,-,Yes,-,Skip,7,Yes,-,Yes,-,Yes,-,Yes,-,Yes,-,No,-,No,-,Skip,-,Yes,-,Yes,1,No,0,No,-,No,-,Skip,-,No,-,Yes,-,Yes,-,No,-,-,-,Skip,-,No,-,No,-,No,-,No,-,No,-
5/3/2016,No,-,Yes,-,No,4.5,Yes,-,Yes,-,No,-,No,-,Yes,-,Yes,-,Skip,-,No,-,Yes,-,Yes,1,No,0,No,-,No,-,No,-,No,-,Yes,-,No,-,No,-,-,-,Skip,-,No,-,No,-,No,-,No,-,No,-
5/4/2016,No,-,Yes,-,No,5.75,No,-,Yes,-,Skip,-,Yes,-,Yes,-,Yes,-,No,-,No,-,Yes,-,No,-,No,0,No,-,No,-,No,-,Yes,-,Yes,-,No,-,No,-,-,-,Skip,-,No,-,No,-,Yes,-,No,-,No,-
5/5/2016,No,-,No,-,No,6,No,-,Yes,-,No,-,No,-,No,-,No,-,Skip,-,No,-,No,-,No,-,Skip,7,Yes,-,No,-,No,-,Yes,-,Yes,-,No,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,Yes,Bumped into Morgan at PENN bookstore and she said I looked sad so mentioned Dee Dee (probs just have pink eye lol) but it was a really nice 2 hour chat at starbucks
5/6/2016,No,-,Yes,-,No,4,No,-,Yes,-,No,-,No,-,No,-,No,-,No,-,No,-,No,-,No,-,No,0,No,-,No,-,No,-,No,-,Yes,-,No,-,No,-,-,-,Skip,-,No,-,No,-,No,-,Yes,8.5,No,-
5/7/2016,No,-,No,-,Yes,8,No,-,Yes,-,No,-,No,-,Skip,-,No,-,No,-,No,-,Yes,-,Yes,2,Skip,8,Yes,-,No,-,No,-,No,-,Yes,-,Yes,-,No,-,-,-,Skip,-,No,-,No,-,No,-,No,-,Yes,W Morgan.
5/8/2016,No,-,No,-,Yes,9.5,No,-,Yes,-,Yes,-,Skip,-,Skip,-,No,-,No,-,Skip,-,Yes,-,Yes,1,Skip,8,Yes,-,No,-,No,-,No,-,Yes,-,Yes,-,No,-,-,-,Skip,-,Yes,-,Yes,-,Yes,-,No,-,No,-
5/9/2016,No,-,Yes,-,Skip,7,No,-,Yes,-,Yes,-,Yes,-,No,-,No,-,Skip,-,Yes,-,No,-,Yes,1,Skip,8,No,-,No,-,No,-,No,-,Yes,-,No,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,No,-
5/10/2016,No,-,No,-,Yes,9,No,-,No,-,Yes,-,Yes,-,No,-,No,-,Yes,-,No,-,Skip,-,Yes,0.5,Skip,7,No,-,Yes,-,No,-,No,-,Yes,-,Yes,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,Yes,9,No,-
5/11/2016,No,-,No,-,Skip,7,No,-,Yes,-,Yes,-,Yes,-,No,-,No,-,No,-,Yes,-,No,-,No,-,No,3,No,-,No,-,No,-,Yes,-,Yes,-,No,-,No,-,-,-,Skip,-,No,-,No,-,No,-,No,-,No,-
5/12/2016,No,-,No,-,Yes,7.5,Yes,-,Yes,-,Yes,-,No,-,No,-,No,-,No,-,Skip,-,Yes,-,No,-,No,6,Yes,-,No,-,No,-,Yes,-,Yes,-,No,-,No,-,-,-,Skip,-,No,-,No,-,No,-,Yes,1,No,-
5/13/2016,No,-,No,-,Yes,8,No,-,Yes,-,No,-,Skip,-,No,-,No,-,No,-,Yes,-,Skip,-,No,-,No,3,Yes,-,No,-,No,-,Yes,-,Yes,-,No,-,No,-,-,-,Skip,-,No,-,No,-,No,-,No,-,No,-
5/14/2016,No,-,No,-,No,6.25,No,-,Yes,-,Yes,-,Skip,-,No,-,No,-,No,-,Yes,-,No,-,No,-,No,1,Yes,-,No,-,No,-,Yes,-,Yes,-,Yes,-,No,-,-,-,Skip,-,No,-,No,-,No,-,No,-,No,-
5/15/2016,No,-,No,-,No,6.5,No,-,Skip,-,Yes,-,Yes,-,No,-,No,-,No,-,No,-,No,-,No,-,No,0,No,-,No,-,Yes,-,No,-,Yes,-,No,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,Yes,-
5/16/2016,No,-,No,-,Yes,8.25,No,-,Yes,-,Yes,-,Yes,-,No,-,No,-,Skip,-,Yes,-,Yes,-,No,-,Skip,8,No,-,No,-,Skip,-,No,-,Yes,-,No,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,Yes,2.5,Yes,With krub
5/17/2016,No,-,No,-,Yes,10,No,-,Yes,-,Yes,-,Yes,-,No,-,No,-,No,-,Yes,-,No,-,No,-,No,4.5,Yes,-,No,-,Skip,-,No,-,Yes,-,No,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,Yes,-
5/18/2016,No,-,No,-,Yes,8.25,No,-,Yes,-,Yes,-,Skip,-,No,-,No,-,Skip,-,Yes,-,Skip,-,No,-,Yes,9.5,No,-,No,-,Skip,-,No,-,Yes,-,No,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,Yes,2,No,-
5/19/2016,No,-,No,-,Skip,7,No,-,Yes,-,No,-,Yes,-,No,-,No,-,No,-,Skip,-,Yes,-,No,-,Skip,6,No,-,Yes,-,Yes,-,No,-,Yes,-,Yes,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,No,-
5/20/2016,No,-,Yes,-,Yes,7.5,No,-,No,-,Yes,-,No,-,No,-,No,-,Yes,-,Yes,-,Skip,-,No,-,No,-,No,-,No,-,No,-,No,-,Yes,-,No,-,No,-,-,-,Skip,-,Yes,-,Yes,-,Skip,-,No,-,Yes,-
5/21/2016,No,-,No,-,Yes,7.5,Yes,-,Yes,-,Yes,-,Skip,-,Skip,-,No,-,Skip,-,Skip,-,No,-,Yes,1,Yes,9.5,No,-,No,-,Skip,-,Yes,-,Yes,-,No,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,No,-
5/22/2016,No,-,No,-,Yes,7.5,No,-,Yes,-,Yes,-,Yes,-,No,-,No,-,No,-,Yes,-,Yes,-,No,-,No,0,No,-,No,-,No,-,No,-,Yes,-,No,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,No,-
5/23/2016,No,-,Yes,-,Yes,8,No,-,Yes,-,Yes,-,Yes,-,Skip,-,No,-,No,-,Skip,-,Yes,-,Yes,5.5,No,4,Yes,-,No,-,Skip,-,No,-,Yes,-,No,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,No,-
5/24/2016,No,-,No,-,Yes,7.5,No,-,No,-,Yes,-,Yes,-,Skip,-,Yes,-,No,-,No,-,No,-,No,-,Yes,10,No,-,No,-,Yes,-,No,-,Yes,-,Yes,-,No,-,-,-,Skip,-,No,-,No,-,No,-,No,-,No,-
5/25/2016,No,-,No,-,No,6,No,-,Yes,-,Yes,-,Yes,-,Skip,-,Yes,-,Skip,-,Skip,-,Yes,-,No,-,Skip,6,Yes,-,No,-,Skip,-,No,-,Yes,-,Yes,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,Yes,-
5/26/2016,No,-,No,-,Yes,8.5,No,-,Yes,-,Yes,-,Yes,-,No,-,No,-,No,-,Skip,-,Yes,-,No,-,Skip,8,No,-,No,-,No,-,Yes,-,Yes,-,No,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,No,-
5/27/2016,No,-,No,-,Yes,8,No,-,No,-,Yes,-,Yes,-,No,-,No,-,Skip,-,Skip,-,No,-,No,-,No,6,No,-,No,-,No,-,Yes,-,Yes,-,No,-,No,-,-,-,Skip,-,No,-,No,-,No,-,No,-,No,-
5/28/2016,No,-,Yes,-,Yes,8,No,-,Yes,-,Yes,-,Yes,-,No,-,No,-,Skip,-,Skip,-,No,-,No,-,No,1,Yes,-,No,-,No,-,Yes,-,Yes,-,No,-,No,-,-,-,Skip,-,Yes,-,No,-,No,-,No,-,No,-
5/29/2016,No,-,Yes,-,No,6,No,-,Yes,-,Yes,-,Yes,-,No,-,No,-,Skip,-,Yes,-,No,-,No,-,No,0,No,-,No,-,No,-,Yes,-,Yes,-,No,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,Yes,5,Yes,-
5/30/2016,No,-,No,-,Skip,7.25,No,-,Skip,-,Yes,-,Yes,-,Skip,-,Yes,-,Skip,-,Skip,-,Skip,-,No,-,Skip,6,No,-,No,-,No,-,No,-,Yes,-,Yes,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,No,-
5/31/2016,No,-,No,-,Yes,9,No,-,Yes,-,Yes,-,Skip,-,Skip,-,Yes,-,No,-,No,-,Yes,-,No,-,Skip,5,No,-,No,-,Skip,-,No,-,Yes,-,Yes,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,No,-
6/1/2016,No,-,No,-,Yes,8.5,No,-,No,-,Skip,-,Yes,-,Skip,-,Yes,-,Skip,-,No,-,Skip,-,No,-,Yes,10,No,-,No,-,Skip,-,Yes,-,Yes,-,Yes,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,No,-
6/2/2016,No,-,No,-,Yes,8.5,No,-,Yes,-,Yes,-,Yes,-,No,-,No,-,Skip,-,No,-,No,-,No,-,No,5,Yes,-,No,-,No,-,No,-,Yes,-,Yes,-,No,-,-,-,Skip,-,No,-,No,-,Skip,-,Yes,4,No,-
6/3/2016,No,-,No,-,No,5.5,Yes,-,Yes,-,Yes,-,Skip,-,No,-,No,-,Yes,-,Yes,-,Yes,-,No,-,No,0,No,-,No,-,Skip,-,Yes,-,Yes,-,No,-,No,-,-,-,Skip,-,Yes,-,Yes,-,Yes,-,Yes,5,No,-
6/4/2016,No,-,No,-,Skip,6.75,No,-,Yes,-,Yes,-,Yes,-,No,-,No,-,No,-,Skip,-,Yes,-,No,-,No,5,No,-,No,-,Yes,-,Yes,-,No,-,Yes,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,No,-
6/5/2016,No,-,Yes,-,No,5.75,No,-,No,-,No,-,Yes,-,No,-,No,-,Skip,-,Skip,-,Skip,-,No,-,No,5,No,-,No,-,No,-,No,-,Yes,-,Yes,-,No,-,-,-,Skip,-,Yes,-,No,-,No,-,No,-,No,-
6/6/2016,No,-,No,-,Yes,8,No,-,No,-,Yes,-,Yes,-,No,-,No,-,No,-,No,-,Yes,-,No,-,No,6,No,-,No,-,No,-,No,-,No,-,Yes,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,No,-
6/7/2016,No,-,No,-,Yes,9.5,No,-,Yes,-,Yes,-,No,-,No,-,No,-,Skip,-,Yes,-,Yes,-,No,-,No,5,No,-,No,-,No,-,No,-,No,-,Yes,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,Yes,Evan' mom' dad on rape
6/8/2016,No,-,No,-,Skip,7.25,No,-,Yes,-,Yes,-,Skip,-,No,-,No,-,No,-,Skip,-,Skip,-,No,-,No,6,No,-,No,-,No,-,No,-,Yes,-,No,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,No,-
6/9/2016,No,-,No,-,Yes,8,No,-,Yes,-,Yes,-,Yes,-,No,-,No,-,Yes,-,No,-,Yes,-,No,-,No,5.5,No,-,Yes,-,Skip,-,Yes,-,Yes,-,Yes,-,No,-,-,-,Skip,-,No,-,No,-,No,-,No,-,Yes,-
6/10/2016,No,-,No,-,No,6,No,-,Yes,-,Yes,-,Yes,-,No,-,No,-,No,-,Skip,-,No,-,No,-,No,5,No,-,No,-,No,-,Yes,-,Yes,-,Yes,-,No,-,-,-,Skip,-,No,-,No,-,No,-,Yes,2,No,-
6/11/2016,No,-,No,-,Skip,6.5,No,-,No,-,Yes,-,Yes,-,Yes,-,Yes,-,Yes,-,Skip,-,No,-,No,-,No,4,No,-,No,-,No,-,No,-,Yes,-,No,-,No,-,-,-,Skip,-,Yes,-,Yes,-,No,-,No,-,No,-
6/12/2016,No,-,Yes,-,No,4,No,-,Yes,-,Yes,-,Yes,-,No,-,No,-,Yes,-,No,-,No,-,No,-,No,0,No,-,No,-,No,-,Yes,-,Yes,-,No,-,No,-,-,-,Skip,-,No,-,No,-,No,-,Yes,4,No,-
6/13/2016,No,-,Yes,-,Yes,7.5,No,-,Yes,-,Yes,-,Yes,-,Yes,-,Yes,-,Yes,-,No,-,No,-,No,-,No,1,No,-,No,-,No,-,Yes,-,Yes,-,No,-,No,-,-,-,Skip,-,No,-,No,-,No,-,No,-,Yes,-
6/14/2016,No,-,Yes,-,No,6.25,No,-,No,-,Yes,-,Skip,-,Yes,-,Yes,-,Yes,-,No,-,Yes,-,No,-,No,0,No,-,No,-,No,-,No,-,Yes,-,No,-,No,-,-,-,Skip,-,No,-,No,-,No,-,No,-,Yes,-
6/15/2016,No,-,Yes,-,Yes,8,No,-,No,-,Yes,-,No,-,Yes,-,Yes,-,Yes,-,No,-,Yes,-,No,-,No,0,No,-,No,-,No,-,No,-,Yes,-,No,-,No,-,-,-,Skip,-,No,-,No,-,No,-,No,-,No,-
6/16/2016,No,-,Yes,-,Skip,7,No,-,Yes,-,Skip,-,Yes,-,Yes,-,Yes,-,Yes,-,Yes,-,Yes,-,No,-,No,0,No,-,No,-,No,-,No,-,Yes,-,No,-,No,-,-,-,Skip,-,No,-,No,-,No,-,No,-,Yes,-
6/17/2016,No,-,Yes,-,No,6.5,No,-,No,-,No,-,Skip,-,Yes,-,Yes,-,No,-,Skip,-,Skip,-,No,-,No,0,No,-,No,-,No,-,Yes,-,Yes,-,Yes,-,No,-,-,-,Skip,-,No,-,No,-,No,-,No,-,Yes,-
6/18/2016,No,-,Yes,-,Skip,7.5,No,-,No,-,Skip,-,Yes,-,Yes,-,Yes,-,Skip,-,No,-,No,-,No,-,No,0,No,-,No,-,No,-,Yes,-,Yes,-,Yes,-,No,-,-,-,Skip,-,No,-,No,-,No,-,No,-,Yes,-
6/19/2016,No,-,Yes,-,No,6,No,-,Yes,-,Yes,-,Skip,-,Yes,-,Yes,-,No,-,Skip,-,Yes,-,No,-,No,0,No,-,No,-,No,-,No,-,Yes,-,No,-,No,-,-,-,Skip,-,No,-,No,-,No,-,No,-,No,-
6/20/2016,No,-,Yes,-,Yes,7.5,No,-,No,-,Yes,-,Yes,-,Yes,-,Yes,-,Yes,-,Yes,-,Yes,-,No,-,No,0,No,-,No,-,No,-,Yes,-,Yes,-,No,-,No,-,-,-,Skip,-,Yes,-,No,-,No,-,Yes,3,No,-
6/21/2016,No,-,No,-,No,6,No,-,Yes,-,Yes,-,Yes,-,Yes,-,Yes,-,Yes,-,Skip,-,Skip,-,No,-,No,0,No,-,No,-,No,-,No,-,Yes,-,No,-,No,-,-,-,Skip,-,No,-,No,-,No,-,No,-,Yes,-
6/22/2016,No,-,No,-,Yes,7.5,No,-,No,-,Skip,-,Yes,-,Yes,-,Yes,-,Yes,-,No,-,Yes,-,No,-,No,0,No,-,No,-,No,-,No,-,Yes,-,No,-,No,-,-,-,Skip,-,No,-,No,-,Yes,-,No,-,Yes,-
6/23/2016,No,-,No,-,No,-,No,-,No,-,Yes,-,Yes,-,Yes,-,Yes,-,Yes,-,Yes,-,Yes,-,No,-,No,0,No,-,No,-,No,-,No,-,Yes,-,Yes,-,No,-,-,-,Skip,-,No,-,No,-,No,-,No,-,Yes,W ashger
6/24/2016,No,-,No,-,Skip,7,No,-,No,-,Yes,-,Yes,-,Yes,-,Yes,-,Yes,-,Skip,-,No,-,No,-,No,0,No,-,No,-,No,-,Yes,-,Yes,-,No,-,Yes,-,-,-,No,-,No,-,No,-,No,-,Yes,4,No,-
6/25/2016,No,-,No,-,No,4.5,No,-,Yes,-,Yes,-,Yes,-,No,-,No,-,Skip,-,Yes,-,No,-,No,-,No,0,No,-,No,-,No,-,Yes,-,Yes,-,Yes,-,No,-,-,-,Skip,-,No,-,No,-,No,-,Yes,5,No,-
6/26/2016,No,-,No,-,Yes,8,No,-,Yes,-,Yes,-,Skip,-,Yes,-,Yes,-,Yes,-,No,-,Yes,-,No,-,No,0,No,-,No,-,No,-,No,-,Yes,-,Yes,-,No,-,-,-,Skip,-,No,-,No,-,No,-,No,-,No,-
6/27/2016,No,-,No,-,Yes,8,Yes,-,Yes,-,Yes,-,Yes,-,Yes,-,Yes,-,Yes,-,No,-,Yes,-,No,-,No,2,No,-,No,-,No,-,No,-,Yes,-,Yes,-,No,-,-,-,Skip,-,Yes,-,No,-,No,-,No,-,No,-
6/28/2016,No,-,No,-,Yes,8,No,-,No,-,Yes,-,No,-,Yes,-,Yes,-,Skip,-,No,-,No,-,No,-,No,0,No,-,No,-,No,-,Yes,-,Yes,-,Yes,-,No,-,-,-,Skip,-,No,-,No,-,No,-,No,-,Yes,-
6/29/2016,No,-,No,-,No,5,No,-,Yes,-,Skip,-,No,-,Yes,-,No,-,Skip,-,No,-,Skip,-,No,-,No,2,No,-,No,-,No,-,No,-,Yes,-,No,-,No,-,-,-,Skip,-,No,-,No,-,Yes,-,No,-,Yes,-
6/30/2016,No,-,No,-,Yes,7.5,No,-,Yes,-,No,-,No,-,Yes,-,Yes,-,Skip,-,No,-,Yes,-,No,-,No,0,No,-,No,-,No,-,Yes,-,Yes,-,No,-,No,-,-,-,Skip,-,No,-,No,-,No,-,No,-,No,-
7/1/2016,No,-,No,-,Skip,6.75,No,-,No,-,No,-,Yes,-,Yes,-,No,-,No,-,No,-,No,-,No,-,No,0,No,-,No,-,No,-,Yes,-,Yes,-,No,-,No,-,-,-,Skip,-,No,-,No,-,No,-,No,-,Yes,-
7/2/2016,No,-,Yes,-,No,5,No,-,Yes,-,No,-,Skip,-,Yes,-,No,-,No,-,No,-,No,-,No,-,No,0,No,-,No,-,No,-,Yes,-,Yes,-,No,-,No,-,-,-,Skip,-,No,-,No,-,No,-,No,-,No,-
7/3/2016,No,-,Yes,-,Skip,7,No,-,Yes,-,Yes,-,Yes,-,No,-,Skip,-,Yes,-,Yes,-,No,-,No,-,No,0,No,-,No,-,No,-,Yes,-,Yes,-,Yes,-,No,-,-,-,Skip,-,Yes,-,No,-,No,-,Yes,2,Yes,-
7/4/2016,No,-,No,-,Skip,6.75,No,-,Yes,-,Yes,-,Skip,-,Yes,-,Yes,-,Yes,-,No,-,Yes,-,No,-,No,0,No,-,No,-,No,-,Yes,-,Yes,-,Yes,-,No,-,-,-,Skip,-,Yes,-,No,-,No,-,No,-,Yes,-
7/5/2016,No,-,No,-,No,5.5,No,-,Yes,-,Yes,-,Yes,-,Yes,-,No,-,Skip,-,Yes,-,Yes,-,No,-,No,2,No,-,No,-,No,-,No,-,Yes,-,No,-,No,-,-,-,Skip,-,No,-,No,-,Skip,-,Yes,1.5,No,-
7/6/2016,No,-,No,-,Skip,7.25,Yes,-,No,-,Yes,-,Skip,-,Yes,-,No,-,Skip,-,Skip,-,No,-,No,-,No,2,No,-,No,-,No,-,Yes,-,Yes,-,No,-,No,-,-,-,Skip,-,No,-,No,-,No,-,No,-,No,-
7/7/2016,No,-,No,-,No,4,No,-,Yes,-,No,-,Yes,-,Yes,-,Yes,-,Skip,-,Skip,-,Yes,-,No,-,No,2,No,-,No,-,No,-,No,-,Yes,-,No,-,No,-,-,-,Skip,-,No,-,No,-,No,-,No,-,Yes,-
7/8/2016,No,-,No,-,Skip,7,No,-,Yes,-,Yes,-,Yes,-,Yes,-,Yes,-,No,-,No,-,No,-,No,-,No,0,No,-,No,-,No,-,Yes,-,Yes,-,No,-,No,-,No,-,Skip,-,Yes,-,Yes,-,No,-,Yes,5,No,-
7/9/2016,No,-,No,-,No,6,No,-,No,-,No,-,Yes,-,No,-,No,-,Skip,-,No,-,No,-,No,-,No,3.5,No,-,No,-,No,-,No,-,Yes,-,No,-,Yes,-,Yes,-,Yes,-,No,-,No,-,No,-,No,-,No,-
