Date,Blackout,Notes (Blackout),Showered in morning,Notes (Showered in morning),Hrs Sleep: <6.5'6.5-7.5'7.5+,Notes (Hrs Sleep: <6.5'6.5-7.5'7.5+),Woke up during night,Notes (Woke up during night),Tired at night,Notes (Tired at night),Happy (woke up),Notes (Happy (woke up)),Happy (throughout day),Notes (Happy (throughout day)),Worked/studied 3+'6+ hrs,Notes (Worked/studied 3+'6+ hrs),Productive @ work,Notes (Productive @ work),Ate well,Notes (Ate well),2x coffee neutral' 3+ bad,Notes (2x coffee neutral' 3+ bad),No Alcohol (one drink=neut),Notes (No Alcohol (one drink=neut)),Bike,Notes (Bike),Miles: <6'6-9'9+,Notes (Miles: <6'6-9'9+),Fatigued on run,Notes (Fatigued on run),Hard running workout,Notes (Hard running workout),Saw pru,Notes (Saw pru),Blazed,Notes (Blazed),Saw john/Caleb/friends,Notes (Saw john/Caleb/friends),Read/podcasts/learned,Notes (Read/podcasts/learned),Sex,Notes (Sex),hu,Notes (hu),Good sex,Notes (Good sex),Wack,Notes (Wack),Porn,Notes (Porn),Felt aggressive/got angry,Notes (Felt aggressive/got angry),Travelled (num hours),Notes (Travelled (num hours)),Very deep conversation,Notes (Very deep conversation)
7/10/2016,No,-,No,-,No,4,Yes,-,Yes,-,Skip,-,Yes,-,Yes,-,Yes,-,Yes,-,Skip,-,Yes,-,No,-,No,0,No,-,No,-,No,-,No,-,Yes,-,No,-,Yes,-,Yes,-,Yes,-,No,-,No,-,No,-,Yes,5,No,-
7/11/2016,No,-,No,-,Yes,8.25,No,-,Yes,-,Skip,-,Yes,-,Yes,-,Yes,-,No,-,No,-,No,-,No,-,No,0,No,-,No,-,No,-,Yes,-,Yes,-,Yes,-,Yes,-,Yes,-,No,-,No,-,No,-,No,-,No,-,No,-
7/12/2016,No,-,No,-,No,4,No,-,Yes,-,No,-,No,-,Yes,-,No,-,No,-,No,-,Yes,-,No,-,No,0,No,-,No,-,No,-,No,-,Yes,-,Yes,-,No,-,No,-,Skip,-,No,-,No,-,Yes,-,No,-,No,-
7/13/2016,No,-,Yes,-,Yes,8.5,No,-,No,-,Yes,-,Yes,-,Yes,-,Yes,-,Skip,-,No,-,No,-,No,-,No,0,No,-,No,-,No,-,Yes,-,Yes,-,No,-,No,-,No,-,Skip,-,No,-,No,-,No,-,No,-,Yes,-
7/14/2016,No,-,No,-,No,4,No,-,Yes,-,No,-,No,-,Yes,-,No,-,Skip,-,No,-,Yes,-,No,-,No,0,No,-,No,-,No,-,No,-,Yes,-,No,-,No,-,No,-,Skip,-,Yes,-,No,-,Yes,-,No,-,No,-
7/15/2016,No,-,Yes,-,Yes,8,No,-,No,-,Yes,-,Yes,-,Yes,-,Yes,-,Yes,-,No,-,No,-,No,-,No,0,No,-,No,-,No,-,No,-,Yes,-,No,-,No,-,Yes,-,Skip,-,No,-,No,-,No,-,No,-,Yes,-
7/16/2016,No,-,Yes,-,No,4,No,-,Yes,-,Yes,-,Yes,-,Yes,-,Yes,-,Yes,-,No,-,No,-,No,-,No,0,No,-,No,-,No,-,Yes,-,Yes,-,Yes,-,No,-,No,-,Skip,-,No,-,No,-,No,-,Yes,1.5,No,-
7/17/2016,No,-,Yes,-,No,6,No,-,Yes,-,Skip,-,Yes,-,No,-,Skip,-,Yes,-,No,-,No,-,No,-,No,0.5,No,-,No,-,No,-,No,-,Yes,-,Yes,-,No,-,No,-,Skip,-,No,-,No,-,No,-,Yes,5,Yes,-
7/18/2016,No,-,Yes,-,Skip,6.75,No,-,Yes,-,Yes,-,No,-,Yes,-,No,-,Yes,-,No,-,No,-,No,-,No,0,No,-,No,-,No,-,Yes,-,Yes,-,No,-,No,-,No,-,Skip,-,No,-,No,-,Yes,-,No,-,No,-
7/19/2016,No,-,No,-,Skip,6.75,No,-,No,-,Yes,-,Skip,-,Yes,-,Yes,-,Yes,-,Skip,-,Yes,-,No,-,No,0,No,-,No,-,No,-,Skip,-,Yes,-,Yes,-,Yes,-,Yes,-,No,-,No,-,No,-,No,-,No,-,Yes,-
7/20/2016,No,-,No,-,No,4,Yes,-,Yes,-,Skip,-,Yes,-,Yes,-,Yes,-,Yes,-,Yes,-,Yes,-,No,-,No,0,No,-,No,-,No,-,No,-,Yes,-,No,-,No,-,No,-,Skip,-,No,-,No,-,Skip,-,Yes,1.5,No,-
7/21/2016,No,-,No,-,Yes,9.5,Yes,-,No,-,Yes,-,Yes,-,Yes,-,Yes,-,Yes,-,Yes,-,Yes,-,No,-,No,0,No,-,No,-,No,-,No,-,Yes,-,No,-,No,-,No,-,Skip,-,No,-,No,-,No,-,No,-,Yes,-
7/22/2016,No,-,Yes,-,Skip,7.25,No,-,Yes,-,Yes,-,Yes,-,Yes,-,Yes,-,Yes,-,No,-,No,-,No,-,No,0,No,-,No,-,No,-,Yes,-,Yes,-,Yes,-,No,-,No,-,Skip,-,No,-,No,-,No,-,Yes,1.5,Yes,-
7/23/2016,No,-,Yes,-,Skip,7,No,-,No,-,No,-,No,-,Yes,-,No,-,Yes,-,No,-,No,-,No,-,No,0,No,-,No,-,No,-,No,-,Yes,-,No,-,No,-,Yes,-,Skip,-,No,-,No,-,No,-,No,-,No,-
7/24/2016,No,-,No,-,No,5.5,Yes,-,Yes,-,No,-,Yes,-,No,-,Skip,-,Yes,-,Skip,-,Skip,-,No,-,No,0,No,-,No,-,No,-,No,-,Yes,-,No,-,No,-,Yes,-,Skip,-,No,-,No,-,No,-,Yes,4,Yes,-
7/25/2016,No,-,No,-,Skip,7,No,-,Yes,-,Yes,-,Skip,-,Yes,-,No,-,No,-,No,-,Yes,-,No,-,No,2,No,-,No,-,No,-,No,-,Yes,-,No,-,Yes,-,Yes,-,No,-,No,-,No,-,Yes,-,No,-,No,-
7/26/2016,No,-,No,-,No,6.5,No,-,Yes,-,No,-,No,-,Yes,-,Yes,-,No,-,No,-,Yes,-,No,-,No,0,No,-,No,-,No,-,No,-,Yes,-,No,-,No,-,No,-,Skip,-,No,-,No,-,No,-,No,-,No,-
7/27/2016,No,-,No,-,No,6.5,No,-,Skip,-,No,-,No,-,Yes,-,Yes,-,Skip,-,No,-,Skip,-,No,-,No,0,No,-,No,-,No,-,No,-,Yes,-,Yes,-,No,-,No,-,Skip,-,No,-,No,-,No,-,No,-,Yes,-
7/28/2016,No,-,No,-,Skip,7,No,-,Skip,-,No,-,Skip,-,Yes,-,Yes,-,Skip,-,No,-,Yes,-,No,-,No,0,No,-,No,-,No,-,No,-,Yes,-,No,-,No,-,No,-,Skip,-,No,-,No,-,No,-,No,-,Yes,-
7/29/2016,No,-,No,-,No,6.5,No,-,Yes,-,Yes,-,Skip,-,Yes,-,Yes,-,No,-,No,-,No,-,No,-,No,0,No,-,No,-,No,-,Yes,-,Yes,-,No,-,No,-,No,-,Skip,-,No,-,No,-,No,-,No,-,No,-
7/30/2016,No,-,No,-,No,4,No,-,No,-,No,-,Yes,-,No,-,No,-,No,-,No,-,No,-,No,-,No,0,No,-,No,-,No,-,Yes,-,Yes,-,No,-,No,-,No,-,Skip,-,Yes,-,No,-,No,-,Yes,2,Yes,-
7/31/2016,No,-,Yes,-,Yes,7.5,No,-,Yes,-,Yes,-,Skip,-,Yes,-,Yes,-,Yes,-,No,-,Yes,-,No,-,No,0,No,-,No,-,No,-,No,-,Yes,-,Yes,-,No,-,No,-,Skip,-,Yes,-,No,-,No,-,No,-,No,-
8/1/2016,No,-,Yes,-,Yes,8,No,-,Yes,-,Yes,-,Yes,-,Yes,-,Yes,-,No,-,No,-,Skip,-,No,-,No,0,No,-,No,-,No,-,Yes,-,Yes,-,No,-,No,-,No,-,Skip,-,Yes,-,No,-,No,-,No,-,Yes,-
8/2/2016,No,-,No,-,No,5.5,No,-,Yes,-,Yes,-,Yes,-,Yes,-,Yes,-,No,-,Skip,-,Yes,-,No,-,No,3,No,-,No,-,No,-,No,-,Yes,-,No,-,No,-,No,-,Skip,-,No,-,No,-,No,-,Yes,2,Yes,-
8/3/2016,No,-,No,-,Skip,7.25,No,-,No,-,Yes,-,Skip,-,Yes,-,Yes,-,Skip,-,Yes,-,Yes,-,No,-,No,3,No,-,No,-,No,-,No,-,Yes,-,No,-,No,-,No,-,Skip,-,Yes,-,No,-,No,-,Yes,2,No,-
8/4/2016,No,-,Yes,-,Skip,6.75,No,-,Yes,-,Skip,-,No,-,Yes,-,No,-,Yes,-,No,-,Skip,-,No,-,No,0,No,-,No,-,No,-,No,-,Yes,-,Yes,-,No,-,No,-,Skip,-,Yes,-,No,-,Skip,-,No,-,Yes,-
8/5/2016,No,-,No,-,Yes,7.5,No,-,Yes,-,Yes,-,Yes,-,-,-,Yes,-,No,-,No,-,No,-,No,-,No,0,No,-,No,-,No,-,Yes,-,Yes,-,Yes,-,No,-,Yes,-,Skip,-,No,-,No,-,No,-,No,-,No,-
8/6/2016,No,-,Yes,-,No,5,No,-,No,-,Yes,-,No,-,Yes,-,No,-,Yes,-,No,-,No,-,No,-,No,0,No,-,No,-,No,-,Yes,-,Yes,-,Yes,-,No,-,No,-,Skip,-,No,-,No,-,Yes,-,No,-,Yes,-
8/7/2016,No,-,No,-,Yes,8,No,-,Yes,-,Yes,-,Yes,-,No,-,Skip,-,No,-,No,-,No,-,No,-,No,0,No,-,No,-,No,-,Yes,-,Yes,-,No,-,No,-,No,-,Skip,-,No,-,No,-,No,-,Yes,3,Yes,-
8/8/2016,No,-,Yes,-,No,4.75,No,-,Yes,-,No,-,Skip,-,Yes,-,Yes,-,Skip,-,No,-,Yes,-,No,-,No,0,No,-,No,-,No,-,Yes,-,Yes,-,Yes,-,No,-,No,-,Skip,-,Yes,-,No,-,No,-,No,-,Yes,-
8/9/2016,No,-,No,-,Yes,7.75,No,-,Yes,-,Yes,-,Skip,-,Yes,-,Yes,-,No,-,No,-,Skip,-,No,-,No,0,No,-,No,-,No,-,Yes,-,Yes,-,Yes,-,No,-,No,-,Skip,-,Yes,-,No,-,No,-,No,-,No,-
8/10/2016,No,-,Yes,-,Skip,7,No,-,Yes,-,No,-,No,-,Yes,-,No,-,No,-,No,-,Skip,-,No,-,No,0,No,-,No,-,No,-,Yes,-,Yes,-,Yes,-,No,-,No,-,Skip,-,Yes,-,No,-,No,-,No,-,Yes,-
8/11/2016,No,-,Yes,-,Skip,7,No,-,Yes,-,Yes,-,Yes,-,Yes,-,Yes,-,Yes,-,No,-,No,-,No,-,No,0,No,-,No,-,No,-,No,-,Yes,-,Yes,-,No,-,Yes,-,Skip,-,Yes,-,No,-,No,-,Yes,2,No,-
8/12/2016,No,-,No,-,No,4,No,-,Yes,-,Yes,-,Yes,-,Yes,-,Yes,-,Yes,-,No,-,Yes,-,No,-,No,0,No,-,No,-,No,-,No,-,Yes,-,Yes,-,No,-,No,-,Skip,-,No,-,No,-,No,-,No,-,No,-
8/13/2016,No,-,Yes,-,Skip,7,No,-,Yes,-,Yes,-,Yes,-,Yes,-,Yes,-,No,-,No,-,No,-,No,-,No,0,No,-,No,-,No,-,Yes,-,Yes,-,Yes,-,No,-,Yes,-,Skip,-,No,-,No,-,No,-,Yes,2,Yes,-
8/14/2016,No,-,No,-,No,3.75,No,-,Yes,-,Yes,-,Skip,-,Yes,-,No,-,No,-,Skip,-,Skip,-,No,-,No,0,No,-,No,-,No,-,Yes,-,Yes,-,No,-,No,-,No,-,Skip,-,No,-,No,-,No,-,No,-,Yes,-
8/15/2016,No,-,No,-,Skip,7,No,-,Yes,-,Yes,-,Yes,-,Yes,-,Yes,-,No,-,No,-,Yes,-,No,-,No,0,No,-,No,-,No,-,No,-,Yes,-,No,-,No,-,No,-,Skip,-,Yes,-,No,-,No,-,No,-,Yes,-
8/16/2016,No,-,Yes,-,Yes,7.5,No,-,No,-,Yes,-,Yes,-,Skip,-,No,-,Yes,-,No,-,No,-,No,-,No,0,No,-,No,-,No,-,Yes,-,Yes,-,No,-,Yes,-,Yes,-,Yes,-,No,-,No,-,No,-,No,-,Yes,-
8/17/2016,No,-,Yes,-,No,3.75,No,-,Yes,-,Yes,-,Yes,-,No,-,Skip,-,Skip,-,Yes,-,Yes,-,No,-,No,0,No,-,No,-,No,-,No,-,Yes,-,No,-,No,-,No,-,Skip,-,Yes,-,Yes,-,No,-,Yes,4.5,No,-
8/18/2016,No,-,No,-,Yes,11.25,No,-,No,-,Yes,-,Skip,-,No,-,Skip,-,No,-,No,-,No,-,No,-,No,2,Yes,-,No,-,No,-,Yes,-,Yes,-,No,-,No,-,No,-,No,-,No,-,No,-,No,-,Yes,3,No,-
8/19/2016,No,-,No,-,No,5,No,-,Yes,-,No,-,Yes,-,No,-,Skip,-,No,-,Skip,-,No,-,No,-,No,3,Yes,-,No,-,No,-,No,-,Yes,-,No,-,No,-,No,-,No,-,Yes,-,No,-,No,-,No,-,No,-
8/20/2016,No,-,No,-,No,5,No,-,Yes,-,Yes,-,Yes,-,No,-,Skip,-,Skip,-,Skip,-,No,-,No,-,No,2,Yes,-,No,-,Skip,-,No,-,Yes,-,No,-,No,-,Yes,-,Skip,-,Yes,-,No,-,No,-,Yes,1,No,-
8/21/2016,No,-,No,-,No,6.5,No,-,Yes,-,Skip,-,No,-,No,-,Skip,-,Yes,-,Yes,-,Yes,-,No,-,No,0,No,-,No,-,No,-,No,-,Yes,-,No,-,No,-,No,-,Skip,-,No,-,No,-,No,-,Yes,2,No,-
8/22/2016,No,-,No,-,Yes,10.5,No,-,Yes,-,No,-,Skip,-,No,-,No,-,No,-,Skip,-,Yes,-,No,-,No,3,No,-,No,-,No,-,No,-,Yes,-,No,-,No,-,No,-,Skip,-,Yes,-,Yes,-,No,-,No,-,No,-
8/23/2016,No,-,No,-,Yes,7.5,No,-,Yes,-,No,-,Skip,-,No,-,No,-,No,-,Yes,-,No,-,No,-,No,3,No,-,No,-,No,-,Yes,-,Yes,-,No,-,No,-,No,-,Skip,-,Yes,-,Yes,-,No,-,No,-,No,-
8/24/2016,No,-,Yes,-,Yes,8.75,No,-,Yes,-,Skip,-,Skip,-,Skip,-,Yes,-,Skip,-,Skip,-,Yes,-,No,-,No,1.5,No,-,No,-,No,-,No,-,Yes,-,Yes,-,No,-,No,-,Skip,-,Yes,-,No,-,No,-,No,-,No,-
8/25/2016,No,-,Yes,-,Yes,8,No,-,No,-,Skip,-,Yes,-,No,-,Skip,-,Skip,-,Skip,-,No,-,No,-,Yes,7,No,-,Yes,-,No,-,Yes,-,Yes,-,Yes,-,No,-,No,-,Skip,-,Yes,-,Yes,-,No,-,No,-,No,-
8/26/2016,No,-,No,-,Skip,7,No,-,No,-,Skip,-,Yes,-,No,-,Skip,-,Skip,-,Skip,-,No,-,No,-,No,-,No,-,No,-,No,-,No,-,Yes,-,Yes,-,No,-,No,-,Skip,-,Yes,-,Yes,-,No,-,No,-,No,-
8/27/2016,No,-,No,-,Skip,7,No,-,No,-,Yes,-,Yes,-,No,-,Skip,-,Skip,-,Skip,-,No,-,No,-,No,2,No,-,No,-,No,-,Yes,-,Yes,-,Yes,-,No,-,No,-,Skip,-,No,-,No,-,No,-,No,-,Yes,-
8/28/2016,No,-,No,-,Yes,8.5,No,-,Yes,-,Yes,-,Yes,-,No,-,Skip,-,Yes,-,Yes,-,Skip,-,No,-,No,3,No,-,Yes,-,No,-,No,-,No,-,Yes,-,No,-,No,-,Skip,-,No,-,No,-,No,-,Yes,10,No,-
8/29/2016,No,-,No,-,No,2,Yes,-,No,-,Yes,-,Yes,-,No,-,Skip,-,Yes,-,Skip,-,Skip,-,No,-,No,0,No,-,No,-,No,-,No,-,No,-,Yes,-,No,-,No,-,Skip,-,Yes,-,No,-,No,-,Yes,7,No,-
8/30/2016,No,-,Yes,-,Yes,10,No,-,No,-,Skip,-,Skip,-,No,-,Skip,-,Yes,-,Skip,-,No,-,No,-,No,0,No,-,No,-,No,-,No,-,No,-,Yes,-,No,-,No,-,Skip,-,Yes,-,No,-,No,-,No,-,Yes,-
8/31/2016,No,-,Yes,-,Yes,8,No,-,No,-,Skip,-,Skip,-,No,-,Skip,-,No,-,Skip,-,Yes,-,No,-,No,3,No,-,No,-,No,-,No,-,No,-,Yes,-,No,-,No,-,Skip,-,Yes,-,No,-,No,-,No,-,No,-
9/1/2016,No,-,No,-,Yes,8,No,-,No,-,Yes,-,Yes,-,No,-,Skip,-,Skip,-,Yes,-,No,-,No,-,No,0,No,-,No,-,No,-,No,-,Yes,-,No,-,No,-,No,-,Skip,-,Yes,-,No,-,No,-,No,-,No,-
9/2/2016,No,-,No,-,Yes,11,Yes,-,No,-,Yes,-,Yes,-,No,-,Skip,-,Skip,-,Yes,-,Skip,-,No,-,No,0,No,-,No,-,No,-,No,-,Yes,-,Yes,-,No,-,No,-,Skip,-,Yes,-,No,-,No,-,No,-,Yes,-
9/3/2016,No,-,No,-,Skip,7,Yes,-,No,-,Yes,-,Yes,-,No,-,Skip,-,No,-,Skip,-,Skip,-,No,-,No,0,No,-,No,-,No,-,No,-,Yes,-,Yes,-,No,-,No,-,Skip,-,No,-,No,-,No,-,No,-,Yes,-
9/4/2016,No,-,No,-,Skip,7,No,-,No,-,Yes,-,Yes,-,No,-,Skip,-,Skip,-,Skip,-,No,-,No,-,No,0,No,-,No,-,No,-,No,-,Yes,-,Yes,-,No,-,No,-,Skip,-,No,-,No,-,No,-,No,-,No,-
9/5/2016,No,-,Yes,-,Yes,7.5,No,-,Yes,-,Yes,-,Skip,-,No,-,Skip,-,No,-,Yes,-,Yes,-,No,-,No,0,No,-,No,-,No,-,No,-,Yes,-,No,-,No,-,No,-,Skip,-,No,-,No,-,Skip,-,Yes,2,No,-
9/6/2016,No,-,No,-,Skip,7,Yes,-,Yes,-,Yes,-,Yes,-,No,-,Skip,-,Skip,-,Skip,-,Skip,-,No,-,No,0,No,-,No,-,No,-,No,-,Yes,-,Yes,-,No,-,No,-,Skip,-,No,-,No,-,No,-,No,-,No,-
9/7/2016,No,-,Yes,-,Yes,7.75,No,-,Yes,-,Skip,-,No,-,No,-,Skip,-,Skip,-,Skip,-,Skip,-,No,-,No,0,No,-,No,-,No,-,No,-,No,-,No,-,No,-,No,-,Skip,-,No,-,No,-,No,-,Yes,3.5,No,-
9/8/2016,No,-,No,-,No,5,No,-,Yes,-,Yes,-,Skip,-,No,-,Skip,-,No,-,No,-,No,-,No,-,No,0,No,-,No,-,No,-,No,-,Yes,-,Yes,-,No,-,No,-,Skip,-,No,-,No,-,No,-,No,-,No,-
9/9/2016,No,-,No,-,No,6,No,-,Yes,-,Yes,-,Yes,-,Skip,-,Yes,-,No,-,No,-,Skip,-,No,-,No,0,No,-,No,-,No,-,No,-,Yes,-,Yes,-,No,-,No,-,Skip,-,No,-,No,-,Yes,-,Yes,6,Yes,-
9/10/2016,No,-,Yes,-,Skip,6.75,No,-,Yes,-,Yes,-,Yes,-,No,-,Skip,-,Skip,-,Skip,-,No,-,No,-,No,0,No,-,No,-,No,-,No,-,No,-,No,-,No,-,No,-,Skip,-,No,-,No,-,Yes,-,No,-,No,-
9/11/2016,No,-,No,-,Yes,7.75,No,-,Yes,-,Skip,-,Skip,-,No,-,Skip,-,Yes,-,No,-,No,-,No,-,No,2,No,-,No,-,No,-,No,-,No,-,Yes,-,No,-,No,-,Skip,-,Yes,-,Yes,-,Skip,-,No,-,No,-
9/12/2016,No,-,Yes,-,Yes,9,No,-,Yes,-,Skip,-,No,-,No,-,Skip,-,No,-,No,-,No,-,No,-,No,3.5,No,-,No,-,No,-,No,-,No,-,Yes,-,No,-,No,-,Skip,-,Yes,-,Yes,-,Yes,-,No,-,No,-
9/13/2016,No,-,Yes,-,Skip,6.75,No,-,Yes,-,Skip,-,Skip,-,Skip,-,Skip,-,Yes,-,No,-,Skip,-,No,-,Skip,6,Skip,-,No,-,No,-,No,-,No,-,Yes,-,No,-,No,-,Skip,-,Yes,-,Yes,-,Skip,-,No,-,No,-
9/14/2016,No,-,No,-,Skip,6.75,No,-,Yes,-,Skip,-,Skip,-,Yes,-,Yes,-,Yes,-,No,-,Skip,-,No,-,Skip,6.5,Skip,-,No,-,No,-,No,-,No,-,Yes,-,No,-,No,-,Skip,-,Yes,-,Yes,-,No,-,No,-,No,-
9/15/2016,No,-,No,-,Yes,8,No,-,Yes,-,Skip,-,Skip,-,No,-,Skip,-,No,-,No,-,Skip,-,No,-,No,1.5,No,-,No,-,No,-,No,-,No,-,Yes,-,No,-,No,-,Skip,-,Yes,-,Yes,-,Skip,-,No,-,No,-
9/16/2016,No,-,No,-,Yes,8,No,-,Yes,-,Skip,-,Skip,-,No,-,Skip,-,Skip,-,No,-,No,-,No,-,No,3,No,-,No,-,No,-,No,-,No,-,Yes,-,No,-,No,-,Skip,-,Yes,-,Yes,-,No,-,No,-,No,-
9/17/2016,No,-,Yes,-,No,5.5,No,-,Yes,-,Yes,-,Yes,-,No,-,Skip,-,Yes,-,Yes,-,No,-,No,-,No,3.5,Skip,-,No,-,No,-,No,-,No,-,No,-,No,-,No,-,Skip,-,No,-,No,-,No,-,Yes,4,No,-
9/18/2016,No,-,No,-,Yes,10,No,-,Yes,-,Yes,-,Skip,-,Yes,-,Yes,-,Skip,-,Yes,-,Skip,-,No,-,Skip,6.5,No,-,No,-,No,-,No,-,No,-,Yes,-,No,-,No,-,Skip,-,Yes,-,Yes,-,Yes,-,No,-,No,-
9/19/2016,No,-,Yes,-,Skip,7,No,-,Yes,-,Yes,-,Yes,-,Yes,-,Yes,-,No,-,Skip,-,Skip,-,No,-,Skip,6,No,-,No,-,No,-,No,-,No,-,Yes,-,No,-,No,-,Skip,-,Yes,-,Yes,-,No,-,No,-,No,-
9/20/2016,No,-,Yes,-,Yes,9,No,-,Yes,-,Yes,-,Yes,-,Yes,-,Yes,-,Skip,-,No,-,Skip,-,No,-,No,3.5,No,-,Yes,-,No,-,No,-,No,-,Yes,-,No,-,No,-,Skip,-,Yes,-,Yes,-,No,-,No,-,No,-
9/21/2016,No,-,Yes,-,Yes,7.5,No,-,Yes,-,Yes,-,Yes,-,Yes,-,Yes,-,Skip,-,No,-,Skip,-,No,-,No,3.5,No,-,Yes,-,No,-,No,-,Yes,-,Yes,-,No,-,No,-,Skip,-,Yes,-,Yes,-,No,-,No,-,Yes,Facetimed evan
9/22/2016,-,-,Yes,-,No,5.5,No,-,-,-,Yes,-,Yes,-,-,-,-,-,-,-,Skip,-,-,-,-,-,No,3.25,Yes,-,No,-,-,-,-,-,-,-,Yes,-,No,-,No,-,Skip,-,-,-,-,-,-,-,Yes,6,-,-
9/23/2016,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,No,-,No,-,-,-,-,-,-,-,-,-,No,-,No,-,Skip,-,-,-,-,-,-,-,-,-,-,-
9/24/2016,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,No,-,No,-,-,-,-,-,-,-,-,-,No,-,No,-,Skip,-,-,-,-,-,-,-,-,-,-,-
9/25/2016,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,8,Yes,-,No,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9/26/2016,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,6,Yes,-,No,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
9/27/2016,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,3.5,No,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-